Protein,MinEnergy,Duration (seconds)
"1A30.pdbqt_result.txt","-8.1","183.7321893"
"1A8G.pdbqt_result.txt","-8","183.5801094"
"1A8K.pdbqt_result.txt","-8.4","240.7913695"
"1A94.pdbqt_result.txt","-8.7","243.3089762"
"1A9M.pdbqt_result.txt","-7.9","165.4151322"
"1AAQ.pdbqt_result.txt","-8.4","169.5800833"
"1AID.pdbqt_result.txt","-8","170.8279993"
"1AIK.pdbqt_result.txt","-6.3","167.1924924"
"1AJV.pdbqt_result.txt","-7.9","171.1032483"
"1AJX.pdbqt_result.txt","-8.2","209.6873499"
"1AXA.pdbqt_result.txt","-8.5","167.8348049"
"1B6J.pdbqt_result.txt","-8.4","186.3258038"
"1B6K.pdbqt_result.txt","-8.4","181.2614906"
"1B6L.pdbqt_result.txt","-8.4","181.9854788"
"1B6M.pdbqt_result.txt","-8.4","172.852274"
"1B6P.pdbqt_result.txt","-8.3","180.1364225"
"1B82.pdbqt_result.txt","-10.6","287.1292954"
"1BDL.pdbqt_result.txt","-8.7","186.134516"
"1BDQ.pdbqt_result.txt","-8.4","195.3471617"
"1BDR.pdbqt_result.txt","-8.5","176.803058"
"1BIS.pdbqt_result.txt","-7.6","206.1623545"
"1BIU.pdbqt_result.txt","-8.2","216.7176874"
"1BIZ.pdbqt_result.txt","-7.6","197.1040597"
"1BJ1.pdbqt_result.txt","-7.5","326.4743046"
"1BV7.pdbqt_result.txt","-8","170.0834741"
"1BV9.pdbqt_result.txt","-8","171.5805578"
"1BVG.pdbqt_result.txt","-9.3","170.19127"
"1BWA.pdbqt_result.txt","-8","165.7321507"
"1BWB.pdbqt_result.txt","-8.3","174.0891818"
"1C6X.pdbqt_result.txt","-8.9","181.5876791"
"1C6Y.pdbqt_result.txt","-8.3","181.4944755"
"1C6Z.pdbqt_result.txt","-7.7","186.766462"
"1C70.pdbqt_result.txt","-9.1","178.1212827"
"1CZ8.pdbqt_result.txt","-6.7","308.0016828"
"1D4H.pdbqt_result.txt","-8.4","195.1090537"
"1D4I.pdbqt_result.txt","-8.4","192.1385177"
"1D4J.pdbqt_result.txt","-8.5","192.6197001"
"1D4S.pdbqt_result.txt","-8","201.3529285"
"1D4Y.pdbqt_result.txt","-8","190.5413644"
"1DAZ.pdbqt_result.txt","-8.5","188.6869119"
"1DIF.pdbqt_result.txt","-8.1","179.7225244"
"1DMP.pdbqt_result.txt","-9","182.4831446"
"1DW6.pdbqt_result.txt","-8.4","185.894749"
"1EBK.pdbqt_result.txt","-8.5","259.5762668"
"1EBW.pdbqt_result.txt","-8.3","197.0908905"
"1EBY.pdbqt_result.txt","-8.5","183.0638507"
"1EBZ.pdbqt_result.txt","-8.4","218.0328165"
"1EC0.pdbqt_result.txt","-8.7","235.8606728"
"1EC1.pdbqt_result.txt","-7.9","198.1125083"
